medallion,hack_license,vendor_id,payment_type,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount,rate_code,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,credit_card
3F37D37A4F08BE8E242076A75641C4D2,27BACA5B051C9417BEE0D6F239304011,VTS,CRD,22,0.5,0.5,1,0,25,1,2013-01-13 04:13:00,2013-01-13 04:36:00,1,1380,6.32,-73.983284,40.726501,-73.976791,40.790916,4539587133200541
8944236472A7D7EC074E7CA9BB7579AF,EB85AB0DEB9AA5DF7365FC5AFB6F5C1F,VTS,CRD,13,0.5,0.5,2,0,16,1,2013-01-13 04:24:00,2013-01-13 04:34:00,1,600,4.05,-73.989807,40.723362,-73.953819,40.770603,5235109217187835
4BFF055504D077519697F26D95A2A0BB,0F27CB923D88D84F6BC2A94CB9DBC573,VTS,CSH,34,0.5,0.5,0,0,35,1,2013-01-13 04:03:00,2013-01-13 04:37:00,5,2040,10.96,-74.0047,40.723694,-73.858612,40.738861,
69AB57298683986171AA44FC6EB6F2DA,6EC92FC6EED409FD04A08B4A2C0B29BA,VTS,CRD,17.5,0.5,0.5,3.6,0,22.1,1,2013-01-13 04:27:00,2013-01-13 04:39:00,2,720,5.6,0,0,0,0,5265129375350820
468C9CA4175D270D0F3446C010D18DB6,B478AFAA48F2A309D8FB6D2A88D68AC9,VTS,CSH,27,0.5,0.5,0,4.8,32.8,1,2013-01-13 04:24:00,2013-01-13 04:38:00,2,840,9.33,-73.993927,40.754047,-73.87085,40.772057,
B09CBB3A924A4E59F80E41E8DE9AED49,A50AB9694D390CE50164864B4DCFB0EC,VTS,CRD,5,0.5,0.5,0.6,0,6.6,1,2013-01-13 04:40asdf,2013-01-13 04:44asdf,1,240,1.01,-73.988434,40.764267,-73.997375,40.753883,5498230207692048
B02853C30CF074932326597021E7701B,CD76014782A0E612D515250C75041D04,VTS,CSH,13,0.5,0.5,0,0,14,1,2013-01-13 04:29:00,2013-01-13 04:42:00,1,780,3.55,-73.989845,40.729473,-73.99395,40.7565,
3ADE416E451A89027EA30C3B1DB33927,AE41CFA624B75BFE81CC8238175D5074,VTS,CSH,10.5,0.5,0.5,0,0,11.5,1,2013-01-13 04:34:00,2013-01-13 04:43:00,2,540,2.82,-73.991592,40.726269,-73.984444,40.756935,
11B683D81211E96F472173C69D4632D6,CBB9BB31D50BE2CA0426341D74E0D3F7,VTS,CRD,7.5,0.5,0.5,1.5,0,10,1,2013-01-13 04:32:00,2013-01-13 04:39:00,1,420,1.65,-73.984093,40.732014,-73.972534,40.749119,4556535251265257
74742F5444DFA20C228CC151DF2B26FC,74411A563AA38E96F8E0DDBB1EF1589D,VTS,CRD,8.5,0.5,0.5,1.8,0,11.3,1,2013-01-13 04:31:00,2013-01-13 04:41:00,5,600,1.37,-73.974487,40.746788,-73.994904,40.755291,4539067964633581
2AA525948E036905C904C6E0A8E0F73B,AF0D39F016798651D7EBBF2F59B9F2BD,VTS,CRD,15.5,0.5,0.5,3,0,19.5,1,2013-01-13 04:28:00,2013-01-13 04:42:00,1,840,4.59,-73.952225,40.777119,-73.998665,40.76099,4532476612445560
C0DCB5021EFE540414DAF76C9DF564FC,EC9C2E023F3D869D2D7FF91564105ABE,VTS,CRD,10.5,0.5,0.5,1.5,0,13,1,2013-01-13 04:34:00,2013-01-13 04:46:00,1,720,2.19,-74.003761,40.719761,-73.980499,40.730534,4486456438953118
8107B2DEB1021A2F8494A9CCDB0F41D2,EDCB5CECB55262BA34A4FAC82D60E763,VTS,CRD,21.5,0.5,0.5,5,0,27.5,1,2013-01-13 04:27:00,2013-01-13 04:46:00,5,1140,6.59,-73.977654,40.761196,-73.993034,40.688328,4532138743871334
1BBD828B0B072163573A40AA217BFCFB,739D0AFFA2829D5CCE1FE12CE9887411,VTS,CRD,13,0.5,0.5,2.5,0,16.5,1,2013-01-13 04:33:00,2013-01-13 04:46:00,5,780,3.21,-73.988144,40.731972,-73.988937,40.765923,5412741735598476
90E3293099E5525D5DB1E01A95D2C757,8CAA8F179FC420510FD263B5D490FB66,VTS,CRD,24.5,0.5,0.5,7.5,0,33,1,2013-01-13 04:25:00,2013-01-13 04:50:00,1,1500,7.41,-73.996902,40.762791,-73.904655,40.775288,5594055670665806
2D8DC10BD163C7F6B5A4E01CD1397CB9,C4BCB67BB39AD8C178B6CC47F97E932F,VTS,CRD,13,0,0.5,2.6,0,16.1,1,2013-01-13 10:59:00,2013-01-13 11:10:00,1,660,3.73,-73.961746,40.77956,-73.995758,40.733135,4024007177841052
50BE93C8008A1E0B7259E4B532D90426,AD0C27600D3A53AC903FDB69F172D5AE,VTS,CRD,8,0,0.5,1.6,0,10.1,1,2013-01-13 10:56:00,2013-01-13 11:04:00,6,480,1.62,-74.000191,40.74292,-73.997826,40.72554,5482334946946786
C0CAA07BFCD3173CD6F77449104D4A91,5FE4B0B6CD5DE4545EA13DB3F265B154,VTS,CSH,8,0,0.5,0,0,8.5,1,2013-01-13 11:01:00,2013-01-13 11:07:00,1,360,0.2,-74.005791,40.717926,-73.989807,40.734604,
D57C7392455C38D9404660F7BC63D1B6,8B32D59D8277E765E95BC45565C120F3,VTS,CRD,45,0,0.5,4.5,0,50,5,2013-01-13 11:10asdf,2013-01-13 11:10asdf,1,0,0,0,0,0,0,5540355084020654
889230A3561FAED3590C258FDDB97620,D286E47EFB47B68774D91FDAE5F3DB79,VTS,CSH,6.5,0,0.5,0,0,7,1,2013-01-13 11:02:00,2013-01-13 11:08:00,1,360,1.36,-73.989616,40.757286,-73.980301,40.761314,
1AFFD48CC07161DA651625B562FE4D06,E90018250F0A009433F03BD1E4A4CE53,VTS,CRD,10.5,0,0.5,2.1,0,13.1,1,2013-01-13 11:00:00,2013-01-13 11:10:00,5,600,2.66,-73.98877,40.737068,-74.006744,40.706451,4539348663731219
8E18EB048CD8CB3CC1F98D2D78EE4425,2702F928F0788E95D75D51475CBB37D2,VTS,CRD,8,0,0.5,2,0,10.5,1,2013-01-13 10:57:00,2013-01-13 11:05:00,5,480,1.64,-74.000038,40.745872,-74.001396,40.755554,4929763974908827
7F1561848159D25FF08B54C7DF443106,FFEE627F76A3A498DA53E200821FDEE9,VTS,CSH,24,0,0.5,0,0,24.5,1,2013-01-13 10:50:00,2013-01-13 11:09:00,5,1140,7.4,-73.910126,40.769547,-73.940994,40.694088,
7F1561848159D25FF08B54C7DF443106,FFEE627F76A3A498DA53E200821FDEE9,VTS,CSH,24,0,0.5,0,0,25.5,1,2013-01-13 10:50:00,2013-01-13 11:09:00,5,1140,7.4,-73.910126,40.769547,-73.940994,40.694088,
F0581E1A2A56A5917506660C8FFA7878,36B442B5D0505E1341062E9EB475FACB,VTS,CSH,4.5,0,0.5,0,0,5,1,2013-01-13 11:05:00,2013-01-13 11:09:00,6,240,0.49,-73.987053,40.756252,-73.991173,40.750313,
D41CC653E39852FD6C92B6CD8C6ABC3B,23400331F03AB441F7C93D89E7659F9A,VTS,CRD,27.5,0,0.5,5.5,4.8,38.3,1,2013-01-13 10:49:00,2013-01-13 11:09:00,1,1200,9.38,-73.863625,40.769798,-73.980293,40.754642,4125107637685160
B5B2CB8B79EBD8F8FB54CD275BCC9BB6,D178649FB77744321E3454197D58C775,VTS,CSH,5.5,0,0.5,0,0,6,1,2013-01-13 11:02:00,2013-01-13 11:07:00,1,300,1.01,-73.991577,40.749912,-73.980255,40.751556,
44B186ACF370E80644A2A479308E69F6,0BDC6300716C085935BE6448685659B3,VTS,CSH,8.5,0,0.5,0,0,9,1,2013-01-13 11:04:00,2013-01-13 11:11:00,2,420,2.03,-73.961891,40.795578,-73.965866,40.775257,
D853D9584A3212931D6D04FB98F13C78,DD5647F8EE733C069F4B18DC90251246,VTS,CSH,6.5,0,0.5,0,0,7,1,2013-01-13 11:03:00,2013-01-13 11:09:00,5,360,1.16,-73.955894,40.7822,-73.96357,40.77153,
14B6352E4AC7C4732A518085AF4253DD,6E605621E8A5686F0D6BE655BCF55773,VTS,CRD,21,0,0.5,4.2,0,25.7,1,2013-01-13 10:51:00,2013-01-13 11:11:00,6,1200,6.15,-73.977745,40.753052,-73.904945,40.775436,5554054374797641
3A40E4794F809F9CE3EFB2F3A08E5F09,9E4D90DC414BB615AD765090D8F37E57,VTS,CRD,6.5,0,0.5,1,0,8,1,2013-01-13 11:06:00,2013-01-13 11:11:00,1,300,1.54,-73.951019,40.794243,-73.960518,40.776901,2100812183585838
53CFF2D43A674B63FFD75750753D9051,1B322061975362EE6BDEA9DE374EEE5E,VTS,CRD,3.5,0,0.5,0.5,0,4.5,1,2013-01-13 11:10:00,2013-01-13 11:11:00,6,60,0.4,-73.972267,40.7813,-73.972267,40.7813,4716659848706081
0993B35345855A59358A2E144B09DD7B,A24D0FFEE0E0FC9B6D81EF5F14C0EEAD,VTS,CSH,8,0,0.5,0,0,8.5,1,2013-01-13 11:01:00,2013-01-13 11:11:00,1,600,1.65,-73.983078,40.762566,-74.002937,40.756153,
0495CB05512673F9AE263421650F938E,9112D33A328C37CF6E8A6B364F0C6109,VTS,CSH,7,0,0.5,0,0,7.5,1,2013-01-13 10:59:00,2013-01-13 11:06:00,5,420,1.33,-73.982597,40.777126,-73.967163,40.768379,
7CC221A14BDE0548A2A7F2FEB8F04C51,3E58E925CE1C6FD482396458D5340F1B,VTS,CRD,6,0,0.5,1,0,7.5,1,2013-01-13 11:08:00,2013-01-13 11:14:00,1,360,1.17,-73.958939,40.772568,-73.967224,40.763763,4716777229549274
69F42CD1BA72F0F090E85F299C7B6301,65BABDDBC94F4C1AA996FA693E4D4F57,VTS,CRD,5,0,0.5,1,0,6.5,1,2013-01-13 11:09:00,2013-01-13 11:13:00,1,240,0.57,-73.999786,40.728497,-73.994179,40.724926,4024007126201580
69F42CD1BA72F0F090E85F299C7B6301,65BABDDBC94F4C1AA996FA693E4D4F57,VTS,CRD,5,0,0.5,1,0,7.5,1,2013-01-13 11:09:00,2013-01-13 11:13:00,1,240,0.57,-73.999786,40.728497,-73.994179,40.724926,5453900221229760
93843E7E39DCD9305A4BD2189953EF0F,479C9DBFA8F1E2B5E00283B03ACB3FC1,VTS,CSH,12,0.5,0.5,0,0,13,1,2013-01-13 04:41:00,2013-01-13 04:55:00,2,840,2.34,-73.982574,40.766472,-73.940147,40.8064,
8E3396EF02DA37EF54B42AF1F18B1CF4,D7740E127A22F82E9A4B844C79029EFC,VTS,CSH,7,0.5,0.5,0,0,8,1,2013-01-13 04:39:00,2013-01-13 04:46:00,1,420,1.19,-73.996384,40.759964,-73.97831,40.75235,
67DEEE68E3570467630372DF03F23AF1,EE070BEEA1B6265B31849B7961A9FD3E,VTS,CSH,6.5,0.5,0.5,0,0,7.5,1,2013-01-13 04:47:00,2013-01-13 04:53:00,1,360,1.21,-73.9851,40.727821,-73.987083,40.738827,
E088F1ADBC5962AC31E8721FFAE337A6,4F1BEFF6C41D0821CB038A8EB4F35331,VTS,CSH,14.5,0.5,0.5,0,0,15.5,1,2013-01-13 04:41:00,2013-01-13 04:54:00,6,780,3.97,-73.951248,40.770737,-73.998306,40.764332,
2E10C8A1D7A8355FC9D82CDB29569379,ABD99AEEFC13BCDCA43B9E65F326D9CF,VTS,CRD,21.5,0.5,0.5,2,0,24.5,1,2013-01-13 04:37:00,2013-01-13 04:55:00,1,1080,7.44,-74.003815,40.725719,-73.922874,40.775536,4929447198642020
0DE106C22F91831CF67D04EAE7973F02,CA93DFED15A69BE2DD005AB733701156,VTS,CRD,9.5,0.5,0.5,1,0,11.5,1,2013-01-13 04:43:00,2013-01-13 04:53:00,2,600,2.13,-74.004288,40.742283,-73.984222,40.723995,5590989765822605
2886A4D0E61E8FAD6604A02A50F1A318,E3199D5923AEBE5B40A822068CACC8D0,VTS,CRD,40,0,0,0,0,40,5,2013-01-13 04:51:00,2013-01-13 04:52:00,1,60,0,-73.861534,40.889069,-73.861534,40.889069,4285637602984764
9663D86FFBFA29D35D3BDF9B3F9D0E32,05125B8C952110BCCCC66797647746CE,VTS,CRD,11.5,0.5,0.5,2.4,0,14.9,1,2013-01-13 04:41:00,2013-01-13 04:53:00,1,720,2.62,-73.980858,40.769604,-73.952667,40.772247,375556577269507
A2A98EBEFC64753307BE31D1D0DE5833,25BB66F14D4C7D51512B763DB0335EF3,VTS,CRD,9,0.5,0.5,1.5,0,11.5,1,2013-01-13 04:46:00,2013-01-13 04:54:00,1,480,2.05,-73.993713,40.721054,-73.991653,40.744518,4410652427385442
469C342BEF23F4A77887E09194BE394A,97F900745308B53DE616A7F9D6F07D40,VTS,CRD,13,0,0.5,2.6,0,16.1,1,2013-01-13 10:57:00,2013-01-13 11:10:00,1,780,3.51,-74.00824,40.745331,-73.970482,40.768047,4539781181726677
3138E073C5BCF91B3EAF3CD2A751D07F,D15282A62ACE5EB0FA9FE4B74379C9DB,VTS,CSH,3.5,0,0.5,0,0,4,1,2013-01-13 11:10:00,2013-01-13 11:11:00,1,60,0.49,-73.955284,40.773571,-73.954796,40.77774,
4F0E1DE2F9F6ECF4E73A8300EC182C41,C552A2CA1FF3E9EAA69439DE3CB35D24,VTS,CSH,14.5,0,0.5,0,0,15,1,2013-01-13 10:54:00,2013-01-13 11:09:00,1,900,3.92,-73.973572,40.764465,-73.986938,40.722473,
318C8A3F7A86A2AEB8AE572A661BB0BC,C8AF40C05D46C205BDE7CBF44270A908,VTS,CSH,10,0,0.5,0,0,10.5,1,2013-01-13 10:55:00,2013-01-13 11:08:00,1,780,1.79,-74.001205,40.757095,-73.982819,40.74218,
34346632EF1C766560C2A2268B85E0C7,B29D0590C34A2978FA87A7F3F14A8B1E,VTS,CRD,15,0,0.5,3.75,0,19.25,1,2013-01-13 10:58:00,2013-01-13 11:12:00,3,840,4.26,-73.968117,40.792263,-74.008347,40.750294,4556160359239227
2D3CF8D0CE4AC6A99313D9658EEDDAA8,4F7E0BA6436C7F057E18F36B43207B7A,VTS,CRD,9.5,0,0.5,1.9,0,11.9,1,2013-01-13 10:57:00,2013-01-13 11:08:00,1,660,2.01,-73.992798,40.750027,-73.971954,40.757851,4929322647498532
D6BE2E16426E5DC20ADFE26215696FE6,2B64CD1D9E4C50590ADFE8D62A400FA9,VTS,CSH,6.5,0,0.5,0,0,7,1,2013-01-13 11:04:00,2013-01-13 11:11:00,5,420,0.96,-73.974205,40.746998,-73.987946,40.750816,
D6BE2E16426E5DC20ADFE26215696FE6,2B64CD1D9E4C50590ADFE8D62A400FA9,VTS,CSH,6.5,0,0.5,0,0,8,1,2013-01-13 11:04:00,2013-01-13 11:11:00,5,420,0.96,-73.974205,40.746998,-73.987946,40.750816,
4018E4BAAF8421F30ADDC502F5BE67EA,4D068BCE3A104EF84D2521EE2B6CF599,VTS,CRD,6.5,0,0.5,1.62,0,8.62,1,2013-01-13 11:04:00,2013-01-13 11:09:00,1,300,1.39,-73.965019,40.756443,-73.963852,40.770462,4024007167397362
237A2696AB1B0BA9D4159E66B3809F2B,15B33366F6D0C4B140CA059B6C7A2F9B,VTS,CSH,26,0,0.5,0,0,26.5,1,2013-01-13 10:24:00,2013-01-13 11:08:00,5,2640,9.17,-73.984039,40.737785,-73.97496,40.746029,
057CFB402254395B4EE4CC11F10474CF,51AE92197FA2B0209BF4FC0F91687497,VTS,CSH,13,0,0.5,0,0,13.5,1,2013-01-13 10:56:00,2013-01-13 11:09:00,4,780,3.44,-73.985229,40.759113,-73.999802,40.722141,
6C80CB291DA4A1F2F927503DE152339D,027F99976B621B5D5D2FB4D627BD4146,VTS,CRD,11,0,0.5,0.6,0,12.1,1,2013-01-13 11:01:00,2013-01-13 11:11:00,1,600,2.64,-73.95269,40.776871,-73.977432,40.746876,5245679247593705
9ED5EC752F5B2AFEB0BF21C8C55483C7,82BD5D33CE01772B865EC857D45F300E,VTS,CRD,7,0,0.5,1.75,0,9.25,1,2013-01-13 11:02:00,2013-01-13 11:11:00,3,540,1.04,-73.97863,40.750481,-73.995461,40.749508,4690823753435033
0F4F37BD350617DCEE527C3FCDF5F3EC,1F58F3EAFDD6011126C7245005B9DB42,VTS,CSH,8,0,0.5,0,0,8.5,1,2013-01-13 11:05:00,2013-01-13 11:13:00,2,480,1.76,-73.981201,40.679966,-73.994186,40.694782,
2DD922C87A37C3A35F9C6C5EFE1E51C5,943329C14158FC3BD42FCFE64D04E077,VTS,CRD,10.5,0,0.5,2.62,0,13.62,1,2013-01-13 11:00:00,2013-01-13 11:11:00,1,660,2.64,-73.991432,40.750172,-73.966927,40.769859,5559463267784258
B4F985AE8AF1D7EDFDC1DAD79040B83E,345D9E5492E1723A1D77E8F0D333C129,VTS,CSH,4.5,0,0.5,0,0,5,1,2013-01-13 11:12:00,2013-01-13 11:15:00,1,180,0.55,-73.952934,40.772007,-73.952934,40.772007,
B4F985AE8AF1D7EDFDC1DAD79040B83E,345D9E5492E1723A1D77E8F0D333C129,VTS,CSH,4.5,0,0.5,0,0,6,1,2013-01-13 11:12:00,2013-01-13 11:15:00,1,180,0.55,-73.952934,40.772007,-73.952934,40.772007,
199645BE1D752AEF155DC36D00CCA269,8FCC2E172C308B81CECE6381424DEE0B,VTS,CSH,6,0,0.5,0,0,6.5,1,2013-01-13 11:02:00,2013-01-13 11:09:00,1,420,1.08,-73.973595,40.751225,-73.967773,40.762745,
DC603E7F4F7ED742461CA17C1FD3F4D6,FC53CD0E09B7686B94E53209A0E2F591,VTS,CRD,16.5,0.5,0.5,2,0,19.5,1,2013-01-13 04:38:00,2013-01-13 04:53:00,1,900,4.97,-73.986549,40.699253,-74.015839,40.768806,4929793866759087
7A891113517E79D24A15A22D804F30AD,4A5C6A485FFC54B54B280DC61CADCF92,VTS,CSH,17,0.5,0.5,0,0,18,1,2013-01-13 04:21:00,2013-01-13 04:37:00,1,960,0.46,-73.957657,40.717896,-73.961716,40.760223,
CEA00F3B61EF2424003312811E45B2FC,7ED8339FD72ECE68B317AD949EFC41C8,VTS,CRD,16.5,0.5,0.5,1,0,18.5,1,2013-01-13 04:32:00,2013-01-13 04:47:00,5,900,4.66,-73.962837,40.717224,-74.011475,40.703186,4024007119339082
540D3191C384FBA05474473BCE91E67F,826291AF8908663A7A1522E0451B3043,VTS,CSH,44.5,0.5,0.5,0,0,45.5,1,2013-01-13 04:15:00,2013-01-13 04:43:00,6,1680,15.75,-74.007919,40.723305,-73.870979,40.855957,
1D2F38C38954C49F63D6DBE7D6E2E037,12CC2E33DFDE16B8CF9CC2C212F4773B,VTS,CRD,24,0.5,0.5,4.9,0,29.9,1,2013-01-13 04:32:00,2013-01-13 04:52:00,1,1200,8.23,-73.987991,40.722656,-73.902878,40.777363,4716220566785839
1D2F38C38954C49F63D6DBE7D6E2E037,12CC2E33DFDE16B8CF9CC2C212F4773B,VTS,CRD,24,0.5,0.5,4.9,0,30.9,1,2013-01-13 04:32:00,2013-01-13 04:52:00,1,1200,8.23,-73.987991,40.722656,-73.902878,40.777363,4716933074080283
B2034176A977713ED300B8FF69FAA1C0,F85D632B189FD61E5F2287ABD0289E4E,VTS,CSH,8,0.5,0.5,0,0,9,1,2013-01-13 04:46:00,2013-01-13 04:53:00,1,420,1.72,-73.980087,40.745541,-74.002129,40.745361,
8C8C25FDDE34446B139E87459AADB4D1,CF6852D6D5E04872322CFB7BFCBA5867,VTS,CRD,6,0.5,0.5,1.3,0,8.3,1,2013-01-13 04:48:00,2013-01-13 04:53:00,1,300,1.31,-73.932816,40.703934,-73.916817,40.704716,5574569680857348
DC964A554608C7B5F92457588816A22B,F6811ED8F726A96CDA514F8481877818,VTS,CRD,17.5,0,0.5,4.38,0,22.38,1,2013-01-13 10:52:00,2013-01-13 11:10:00,1,1080,4.95,-73.971733,40.786945,-73.973335,40.763077,4929044436133704
BFC7B5658240F0BF73C7FBA5B3B5F338,313A801A14F8D2EA57DB904D777D3E16,VTS,CRD,4.5,0,0.5,0.9,0,5.9,1,2013-01-13 11:05:00,2013-01-13 11:09:00,1,240,0.46,-73.98185,40.779575,-73.982437,40.774117,5303442392040959
39C31922F7C2A7FED7294A281105872E,30CF5C5CCBF7CAD4BE1BAB692DC1CBB0,VTS,CSH,22.5,0,0.5,0,0,23,1,2013-01-13 10:46:00,2013-01-13 11:09:00,2,1380,6.28,-73.986801,40.721371,-73.934303,40.668922,
DB508D7686D4B791A09AA42B5E4056F0,21BDAC26EAEDE9AC2E84C361510606F0,VTS,CSH,5,0,0.5,0,0,5.5,1,2013-01-13 11:09:00,2013-01-13 11:13:00,2,240,0.68,-73.987801,40.759342,-73.997543,40.763138,
95117A258113963AAC7F91D1B8070CBA,635A851FF1682442E680D16B5C555EB9,VTS,CSH,4.5,0,0.5,0,0,5,1,2013-01-13 11:03:00,2013-01-13 11:06:00,5,180,0.74,-73.966248,40.770737,-73.957878,40.770523,
3031B290B0BA2C134C01518B103A6ADB,BABBE9B46D12D3386F67661879BB1EB9,VTS,CRD,33,0,0.5,0,4.8,38.3,1,2013-01-13 10:45:00,2013-01-13 11:09:00,1,1440,10.46,-73.920479,40.797752,-73.978783,40.762115,5286204177459726
430D7E81CB45708C7F9E7AC8554C5049,2F0A0422967CD8AE9DA3455025B8F38F,VTS,CRD,64,0,0,16,10.25,90.25,3,2013-01-13 10:47:00,2013-01-13 11:11:00,1,1440,16.96,-73.985146,40.762131,-74.178345,40.689632,4916672659425020
6E38AD93D22B4B0C2402F8F63585B99F,DBA2F84E155BE987EAFDAF5437095AD0,VTS,CSH,7,0,0.5,0,0,7.5,1,2013-01-13 11:02:00,2013-01-13 11:08:00,1,360,1.41,-74.010498,40.718819,-73.997025,40.725559,
F1AFF367CB1A8EF961498B4FA7A61713,90C98A85ED8B910E17C0DFAB88451CC1,VTS,CSH,8.5,0,0.5,0,0,9,1,2013-01-13 11:03:00,2013-01-13 11:12:00,1,540,1.85,-73.950851,40.77898,-73.975174,40.782341,
B45D26A20BE724B0F752461C624233CB,D1D150DEE06554E9C30762EC47BBD50C,VTS,CSH,12.5,0,0.5,0,0,13,1,2013-01-13 10:57:00,2013-01-13 11:10:00,1,780,3.24,-73.989067,40.721546,-73.992188,40.754147,
9364FCE836530A7820746A01DEB8D243,459209A7BA9E801F897B0E64B74EBE73,VTS,CSH,5.5,0,0.5,0,0,6,1,2013-01-13 11:09:00,2013-01-13 11:13:00,5,240,0.85,-73.956268,40.781647,-73.964706,40.772362,
E2EA7079E4E1F4883646053179D3C48B,A6F8B3B7CD58E50763674B89EBA7112C,VTS,CRD,10,0,0.5,2,0,12.5,1,2013-01-13 11:06:00,2013-01-13 11:13:00,1,420,2.78,-73.977943,40.733662,-73.959526,40.762974,4508524932454034
12B46A3AAAEAD50862647CDDCC705479,854126D6EE5E19F35F70C853E974E085,VTS,CRD,5.5,0,0.5,1,0,7,1,2013-01-13 11:09:00,2013-01-13 11:14:00,2,300,0.78,-73.975967,40.789005,-73.981834,40.778309,5304535603325983
98B81F6E7BF3D5CB1C9674D3D6D85128,F3313E7100D73674164E52AFBFFDD32E,VTS,CSH,9,0,0.5,0,0,9.5,1,2013-01-13 11:07:00,2013-01-13 11:15:00,4,480,2.07,-73.937523,40.758148,-73.937523,40.758148,
7F87F43585E69BEA3ED207C13AA9570A,1B90DD2800C8243626EC4DCC49C9D613,VTS,CRD,25.5,0,0.5,5.2,4.8,36,1,2013-01-13 10:53:00,2013-01-13 11:09:00,1,960,8.83,-73.874535,40.774052,-73.972069,40.756966,4539159346013366
0C902A622384866FBFBEF0EA3DCC53E8,CED38042D33041D1253B51D5E7E0DA63,VTS,CSH,5,0,0.5,0,0,5.5,1,2013-01-13 11:12:00,2013-01-13 11:17:00,5,300,0.68,-73.995911,40.759304,-73.984566,40.755775,
BE386D8524FCD16B3727DCF0A32D9B25,4EB96EC9F3A42794DEE233EC8A2616CE,VTS,CRD,5,0,0.5,1.5,0,7,1,2013-01-13 11:14:00,2013-01-13 11:16:00,2,120,1.01,-73.946648,40.784912,-73.958191,40.778141,5458179558588651
20DEC2EBA19D9AD90627DADA0C4FB5C6,F49E5DDD03A4321862B54D5161E4145C,VTS,CSH,6.5,0,0.5,0,0,7,1,2013-01-13 11:07:00,2013-01-13 11:15:00,1,480,0.7,-73.9935,40.75592,-73.994934,40.750183,
96BFF69C7A75862EB9F09607793F4136,01A663AAE12DC7E214F7DA4A82FDEB2B,VTS,CSH,19.5,0.5,0.5,0,0,20.5,1,2013-01-13 04:30:00,2013-01-13 04:51:00,4,1260,5.58,-73.952927,40.706696,-73.952927,40.706696,
096F1B5831E8541B4E0216CEE214F415,0240030C3DB1B23D44D60BFCBA6477C0,VTS,CRD,10.5,0.5,0.5,2.2,0,13.7,1,2013-01-13 04:41:00,2013-01-13 04:53:00,6,720,1.76,-73.992851,40.724216,-73.994881,40.680653,4916205544365000
C4E86B0FA9012F6D08DE03E1B0526530,5AD408876FD99AFDF6F7927F1056F253,VTS,CSH,4.5,0.5,0.5,0,0,5.5,1,2013-01-13 04:48:00,2013-01-13 04:51:00,1,180,0.93,-73.982101,40.736298,-73.984001,40.727058,
EC611164EB7E5BE7365885659E0D0A7B,57310A42246C3B9FE095B7D005133213,VTS,CSH,11,0.5,0.5,0,0,12,1,2013-01-13 04:40:00,2013-01-13 04:50:00,1,600,2.7,-73.987404,40.721798,-73.956161,40.715321,
E5044EC4A438E0715E1C21590BC3EFF7,4277D4DA08B3AFED2D6DA076EDF6B802,VTS,CRD,10,0.5,0.5,2,0,13,1,2013-01-13 04:46:00,2013-01-13 04:52:00,2,360,2.85,-73.954414,40.789738,-73.986443,40.769894,5374864989751173
17BAE7C2A38C54CBC82BC2618A0397AC,D5EA947ACE6A9254E7887AAD1FEFDBF1,VTS,CSH,16.5,0.5,0.5,0,0,17.5,1,2013-01-13 04:38:00,2013-01-13 04:51:00,1,780,5.09,-73.959206,40.767597,-73.893005,40.740452,
3A00BD8BD96A8EFF2BFE18FE274D8A2D,ABC926370E8515A8263F96D2F4E0218E,VTS,CSH,9,0.5,0.5,0,0,10,1,2013-01-13 04:51:00,2013-01-13 04:58:00,1,420,2.14,-73.994659,40.724766,-73.98658,40.699909,
3A00BD8BD96A8EFF2BFE18FE274D8A2D,ABC926370E8515A8263F96D2F4E0218E,VTS,CSH,9,0.5,0.5,0,0,11,1,2013-01-13 04:51:00,2013-01-13 04:58:00,1,420,2.14,-73.994659,40.724766,-73.98658,40.699909,
0C2FECEC3E19E28FECC48FED7B3A4B44,3B180638B6CC91094ADB1113A24D4124,VTS,CRD,8.5,0,0.5,2.55,0,11.55,1,2013-01-13 11:00:00,2013-01-13 11:08:00,1,480,1.83,-73.998787,40.744808,-73.998711,40.76387,1800804561490934
AF672B3335BBF70EDEC4597E9ADCFDB3,99B79A757F586623576C560395EFA76B,VTS,CSH,10.5,0,0.5,0,0,11,1,2013-01-13 10:55:00,2013-01-13 11:08:00,1,780,2.06,-73.992485,40.748802,-73.998878,40.734562,
D06F5891DB563678D17BC8B5233D7413,45FE073CC36228DCED325EC93CAC82A4,VTS,CSH,11.5,0,0.5,0,0,12,1,2013-01-13 10:56:00,2013-01-13 11:08:00,1,720,2.67,-73.948914,40.772968,-73.97876,40.773243,
33CAC2F348BAABFDBDEF77D4E4A888F8,EF51CFD668298558CB2A86718FCE2A47,VTS,CRD,6,0,0.5,1,0,7.5,1,2013-01-13 11:05:00,2013-01-13 11:10:00,1,300,1.47,-74.002258,40.71909,-73.997902,40.735809,5167062149700880
DF55E62C009EE4F61F8F34552741884B,E95C21A12A768F2A53EC40645BF14F19,VTS,CRD,12.5,0,0.5,1,0,14,1,2013-01-13 10:59:00,2013-01-13 11:09:00,1,600,3.82,-73.98111,40.733372,-73.946419,40.749851,4532677858861994
